Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,BWH,BWD,BWA,IWH,IWD,IWA,,,
E0,21-04-2019,Everton,Man United,4,0,H,2,0,H,P Tierney,15,7,8,1,11,7,10,2,1,1,0,0,3.2,3.4,2.25,3.1,3.45,2.3,,,
E0,22-04-2019,Chelsea,Burnley,2,2,D,2,2,D,K Friend,22,6,9,3,9,4,10,1,2,1,0,0,1.26,6,11,1.25,6.1,11,,,
E0,23-04-2019,Tottenham,Brighton,1,0,H,0,0,D,C Kavanagh,29,6,5,1,7,13,6,3,1,2,0,0,1.3,5.5,11.5,1.33,5.5,8.4,,,
E0,23-04-2019,Watford,Southampton,1,1,D,0,1,A,M Dean,15,8,4,4,10,14,3,4,5,2,0,0,2.2,3.4,3.4,2.25,3.4,3.2,,,
E0,24-04-2019,Man United,Man City,0,2,A,0,0,D,A Marriner,12,8,1,5,10,10,1,1,2,2,0,0,7,4.75,1.44,6.1,4.5,1.5,,,
E0,24-04-2019,Wolves,Arsenal,3,1,H,3,0,H,S Attwell,11,11,3,1,12,9,5,5,2,3,0,0,2.85,3.4,2.45,2.85,3.35,2.5,,,
E0,26-04-2019,Liverpool,Huddersfield,5,0,H,3,0,H,K Friend,21,5,7,1,5,14,4,4,0,0,0,0,1.05,14,34,1.07,12,26,,,
E0,27-04-2019,Brighton,Newcastle,1,1,D,0,1,A,M Dean,9,9,2,1,7,10,7,4,2,3,0,0,2.25,3.1,3.5,2.3,3.1,3.4,,,
E0,27-04-2019,Crystal Palace,Everton,0,0,D,0,0,D,L Mason,8,22,0,3,9,15,5,10,2,0,0,0,2.55,3.4,2.75,2.6,3.35,2.7,,,
E0,27-04-2019,Fulham,Cardiff,1,0,H,0,0,D,C Kavanagh,8,13,2,8,10,8,10,3,0,0,0,0,2.35,3.5,2.95,2.35,3.5,2.9,,,
E0,27-04-2019,Southampton,Bournemouth,3,3,D,1,2,A,G Scott,22,9,7,5,8,9,9,3,2,1,0,0,1.9,3.6,4.1,1.87,3.7,4,,,
E0,27-04-2019,Tottenham,West Ham,0,1,A,0,0,D,A Taylor,14,16,4,7,3,8,2,7,0,2,0,0,1.42,4.6,7.5,1.42,4.9,6.9,,,
E0,27-04-2019,Watford,Wolves,1,2,A,0,1,A,S Hooper,10,11,1,4,10,11,4,5,3,2,0,0,2.55,3.2,2.9,2.55,3.15,2.9,,,
E0,28-04-2019,Burnley,Man City,0,1,A,0,0,D,P Tierney,2,25,0,7,5,7,0,6,1,1,0,0,18.5,8,1.15,16,8.1,1.15,,,
E0,28-04-2019,Leicester,Arsenal,3,0,H,0,0,D,M Oliver,24,6,12,1,13,13,8,6,3,1,0,1,2.7,3.6,2.5,2.6,3.6,2.55,,,
E0,28-04-2019,Man United,Chelsea,1,1,D,1,1,D,M Atkinson,7,16,5,3,9,14,6,6,3,2,0,0,2.65,3.4,2.65,2.65,3.4,2.6,,,
E0,03-05-2019,Everton,Burnley,2,0,H,2,0,H,C Kavanagh,20,5,6,1,8,9,8,1,0,2,0,0,1.65,3.8,5.75,1.6,4,5.6,,,
E0,04-05-2019,Bournemouth,Tottenham,1,0,H,0,0,D,C Pawson,20,11,6,5,11,12,10,6,1,5,0,2,4.1,3.8,1.83,3.85,3.85,1.87,,,
E0,04-05-2019,Cardiff,Crystal Palace,2,3,A,1,2,A,M Oliver,18,21,8,7,14,11,10,5,0,0,0,0,2.55,3.6,2.65,2.6,3.5,2.65,,,
E0,04-05-2019,Newcastle,Liverpool,2,3,A,1,2,A,A Marriner,14,11,7,4,10,4,2,3,1,1,0,0,10,5,1.33,9.4,4.85,1.35,,,
E0,04-05-2019,West Ham,Southampton,3,0,H,1,0,H,S Attwell,17,11,6,1,2,11,2,7,1,1,0,0,2.3,3.6,2.95,2.3,3.6,2.95,,,
E0,04-05-2019,Wolves,Fulham,1,0,H,0,0,D,J Moss,19,6,6,2,10,15,7,1,1,3,0,0,1.55,4.1,6.25,1.55,4.15,6.3,,,
E0,05-05-2019,Arsenal,Brighton,1,1,D,1,0,H,A Taylor,20,11,8,5,9,14,16,3,5,2,0,0,1.36,4.75,9.25,1.43,4.5,7.7,,,
E0,05-05-2019,Chelsea,Watford,3,0,H,0,0,D,P Tierney,19,15,9,3,6,12,6,6,0,1,0,0,1.4,4.75,8,1.4,4.95,7.7,,,
E0,05-05-2019,Huddersfield,Man United,1,1,D,0,1,A,L Mason,7,23,3,7,10,10,3,7,1,1,0,0,8.75,5.5,1.33,9.5,5.6,1.3,,,
E0,06-05-2019,Man City,Leicester,1,0,H,0,0,D,M Dean,19,7,5,2,12,5,11,0,3,2,0,0,1.14,8.75,17,1.15,8,17,,,
E0,12-05-2019,Brighton,Man City,1,4,A,1,2,A,M Oliver,6,20,2,9,12,8,2,6,0,0,0,0,17.5,8.75,1.14,17,8,1.15,,,
E0,12-05-2019,Burnley,Arsenal,1,3,A,0,0,D,M Dean,14,17,5,6,11,3,4,5,5,1,0,0,3.1,3.75,2.15,3.1,3.75,2.15,,,
E0,12-05-2019,Crystal Palace,Bournemouth,5,3,H,3,1,H,R East,17,16,8,8,11,8,4,4,3,0,0,0,1.85,3.9,3.9,1.85,3.95,3.85,,,
E0,12-05-2019,Fulham,Newcastle,0,4,A,0,2,A,K Friend,16,13,2,6,6,8,5,5,1,0,0,0,2.55,3.6,2.65,2.5,3.5,2.75,,,
E0,12-05-2019,Leicester,Chelsea,0,0,D,0,0,D,A Taylor,9,14,3,4,9,8,4,5,0,1,0,0,2.35,3.6,2.85,2.35,3.5,2.9,,,
E0,12-05-2019,Liverpool,Wolves,2,0,H,1,0,H,M Atkinson,13,7,5,2,3,11,4,1,0,2,0,0,1.3,5.75,9.5,1.31,5.4,9.3,,,
E0,12-05-2019,Man United,Cardiff,0,2,A,0,1,A,J Moss,26,13,10,4,9,6,11,2,3,3,0,0,1.25,6.25,11,1.28,6.1,9.2,,,
E0,12-05-2019,Southampton,Huddersfield,1,1,D,1,0,H,L Probert,10,10,3,3,8,6,4,3,0,1,0,0,1.42,4.75,7.25,1.42,4.8,7.1,,,
E0,12-05-2019,Tottenham,Everton,2,2,D,1,0,H,A Marriner,11,17,3,9,10,13,7,4,0,2,0,0,2.1,3.5,3.5,2.05,3.45,3.6,,,
E0,12-05-2019,Watford,West Ham,1,4,A,0,2,A,C Kavanagh,17,16,8,9,10,10,7,2,1,0,1,0,2.2,3.7,3.1,2.2,3.75,3.05,,,
E0,10-08-2018,Man United,Leicester,2,1,H,1,0,H,A Marriner,8,13,6,4,11,8,2,5,2,1,0,0,1.53,4,7.5,1.55,3.8,7,,,
E0,11-08-2018,Bournemouth,Cardiff,2,0,H,1,0,H,K Friend,12,10,4,1,11,9,7,4,1,1,0,0,1.9,3.4,4.4,1.9,3.5,4.1,,,
E0,11-08-2018,Fulham,Crystal Palace,0,2,A,0,1,A,M Dean,15,10,6,9,9,11,5,5,1,2,0,0,2.45,3.3,2.95,2.4,3.3,2.95,,,
E0,11-08-2018,Huddersfield,Chelsea,0,3,A,0,2,A,C Kavanagh,6,13,1,4,9,8,2,5,2,1,0,0,6.25,3.9,1.57,6.2,4,1.55,,,
E0,11-08-2018,Newcastle,Tottenham,1,2,A,1,2,A,M Atkinson,15,15,2,5,11,12,3,5,2,2,0,0,3.8,3.5,2,3.7,3.35,2.05,,,
E0,11-08-2018,Watford,Brighton,2,0,H,1,0,H,J Moss,19,6,5,0,10,16,8,2,2,2,0,0,2.35,3.1,3.3,2.2,3.3,3.4,,,
E0,11-08-2018,Wolves,Everton,2,2,D,1,1,D,C Pawson,11,6,4,5,8,7,3,6,0,1,0,1,2.35,3.2,3.2,2.25,3.35,3.2,,,
E0,12-08-2018,Arsenal,Man City,0,2,A,0,1,A,M Oliver,9,17,3,8,11,14,2,9,2,2,0,0,3.7,3.75,1.95,3.6,3.6,2,,,
E0,12-08-2018,Liverpool,West Ham,4,0,H,2,0,H,A Taylor,18,5,8,2,14,9,5,4,1,2,0,0,1.2,6.75,14,1.25,6.1,11,,,
E0,12-08-2018,Southampton,Burnley,0,0,D,0,0,D,G Scott,18,16,3,6,10,9,8,5,0,1,0,0,1.8,3.5,4.75,1.8,3.6,4.5,,,
E0,18-08-2018,Cardiff,Newcastle,0,0,D,0,0,D,C Pawson,12,12,1,6,14,16,5,5,2,2,0,1,3.1,3.1,2.45,2.9,3.2,2.5,,,
E0,18-08-2018,Chelsea,Arsenal,3,2,H,2,2,D,M Atkinson,24,15,11,6,12,9,5,1,0,2,0,0,1.78,3.8,4.5,1.8,3.8,4.2,,,
E0,18-08-2018,Everton,Southampton,2,1,H,2,0,H,L Mason,13,15,7,4,8,20,2,5,0,5,0,0,1.91,3.3,4.5,2,3.25,4,,,
E0,18-08-2018,Leicester,Wolves,2,0,H,2,0,H,M Dean,6,11,2,3,10,8,1,9,2,1,1,0,2,3.5,3.8,2.1,3.3,3.6,,,
E0,18-08-2018,Tottenham,Fulham,3,1,H,1,0,H,A Taylor,25,10,11,3,9,5,5,2,0,0,0,0,1.28,6,10,1.27,6,10,,,
E0,18-08-2018,West Ham,Bournemouth,1,2,A,1,0,H,S Attwell,11,12,5,5,14,10,6,4,6,2,0,0,2.1,3.3,3.75,2.05,3.55,3.55,,,
E0,19-08-2018,Brighton,Man United,3,2,H,3,1,H,K Friend,6,9,3,3,16,13,3,5,1,1,0,0,5.5,3.6,1.7,5.1,3.5,1.75,,,
E0,19-08-2018,Burnley,Watford,1,3,A,1,1,D,P Tierney,8,9,3,6,8,19,5,2,1,2,0,0,2.4,3.1,3.2,2.4,3.1,3.15,,,
E0,19-08-2018,Man City,Huddersfield,6,1,H,3,1,H,A Marriner,32,5,14,1,9,4,10,3,0,2,0,0,1.07,12,31,1.08,10.5,29,,,
E0,20-08-2018,Crystal Palace,Liverpool,0,2,A,0,1,A,M Oliver,8,16,2,6,6,13,6,7,1,1,1,0,6.75,4.75,1.44,7,4.5,1.45,,,
E0,25-08-2018,Arsenal,West Ham,3,1,H,1,1,D,G Scott,17,13,10,5,16,13,10,2,1,3,0,0,1.36,5.25,7.75,1.4,4.8,7.5,,,
E0,25-08-2018,Bournemouth,Everton,2,2,D,0,0,D,L Probert,17,11,5,3,12,10,6,2,0,3,1,1,2.6,3.4,2.7,2.55,3.5,2.65,,,
E0,25-08-2018,Huddersfield,Cardiff,0,0,D,0,0,D,M Oliver,5,14,1,4,8,10,7,7,0,1,1,0,2.25,3.1,3.5,2.3,3,3.55,,,
E0,25-08-2018,Liverpool,Brighton,1,0,H,1,0,H,C Kavanagh,22,6,8,2,8,14,8,5,1,1,0,0,1.16,7.5,17.5,1.15,7.9,18,,,
E0,25-08-2018,Southampton,Leicester,1,2,A,0,0,D,J Moss,11,8,5,5,13,11,10,3,1,1,1,0,2.4,3.2,3.1,2.4,3.15,3.1,,,
E0,25-08-2018,Wolves,Man City,1,1,D,0,0,D,M Atkinson,11,18,2,6,13,8,5,9,1,2,0,0,10,6.75,1.25,11,6.1,1.25,,,
E0,26-08-2018,Fulham,Burnley,4,2,H,3,2,H,D Coote,25,12,12,2,11,8,6,4,2,1,0,0,2,3.3,4,1.97,3.35,4.1,,,
E0,26-08-2018,Newcastle,Chelsea,1,2,A,0,0,D,P Tierney,6,15,2,3,16,8,4,5,3,1,0,0,5.25,3.8,1.67,5,3.75,1.7,,,
E0,26-08-2018,Watford,Crystal Palace,2,1,H,0,0,D,A Taylor,13,9,5,3,14,11,6,3,4,2,0,0,2.55,3.1,2.95,2.5,3.2,2.95,,,
E0,27-08-2018,Man United,Tottenham,0,3,A,0,0,D,C Pawson,23,9,5,5,11,16,5,2,2,4,0,0,2.55,3.2,2.9,2.6,3.25,2.75,,,
E0,01-09-2018,Brighton,Fulham,2,2,D,0,1,A,L Probert,15,10,5,5,12,14,7,1,3,3,0,0,2.2,3.3,3.4,2.2,3.3,3.4,,,
E0,01-09-2018,Chelsea,Bournemouth,2,0,H,0,0,D,L Mason,24,8,6,1,10,7,7,6,2,2,0,0,1.28,6,9.5,1.27,6,10,,,
E0,01-09-2018,Crystal Palace,Southampton,0,2,A,0,0,D,M Atkinson,20,19,6,6,11,12,7,4,1,1,0,0,1.95,3.4,4.1,2,3.4,3.8,,,
E0,01-09-2018,Everton,Huddersfield,1,1,D,1,1,D,S Attwell,11,9,1,6,13,14,4,3,3,3,0,0,1.5,4,7.5,1.6,4,5.5,,,
E0,01-09-2018,Leicester,Liverpool,1,2,A,0,2,A,P Tierney,12,10,5,4,9,12,4,4,3,2,0,0,6.5,4.75,1.45,6.5,4.3,1.5,,,
E0,01-09-2018,Man City,Newcastle,2,1,H,1,1,D,K Friend,24,3,8,2,5,13,4,0,0,0,0,0,1.12,9.5,18.5,1.12,9,20,,,
E0,01-09-2018,West Ham,Wolves,0,1,A,0,0,D,C Kavanagh,13,15,3,6,10,11,4,4,2,1,0,0,2.5,3.3,2.85,2.5,3.3,2.85,,,
E0,02-09-2018,Burnley,Man United,0,2,A,0,2,A,J Moss,9,21,2,9,7,13,2,5,2,3,0,1,6,3.6,1.65,5,3.75,1.7,,,
E0,02-09-2018,Cardiff,Arsenal,2,3,A,1,1,D,A Taylor,14,17,3,11,12,14,3,9,3,4,0,0,6,4,1.57,5.4,3.8,1.65,,,
E0,02-09-2018,Watford,Tottenham,2,1,H,0,0,D,A Marriner,7,11,3,2,9,8,3,10,2,1,0,0,5.5,4.25,1.57,5.3,3.9,1.65,,,
E0,15-09-2018,Bournemouth,Leicester,4,2,H,3,0,H,C Pawson,10,14,5,8,13,15,4,6,3,2,0,1,2.4,3.4,2.95,2.35,3.4,3,,,
E0,15-09-2018,Chelsea,Cardiff,4,1,H,2,1,H,J Moss,18,6,7,2,8,10,5,4,0,0,0,0,1.19,7,15,1.2,6.8,15,,,
E0,15-09-2018,Huddersfield,Crystal Palace,0,1,A,0,1,A,L Mason,15,7,2,2,11,17,5,3,1,2,0,0,3.1,3.1,2.45,3.2,3.1,2.4,,,
E0,15-09-2018,Man City,Fulham,3,0,H,2,0,H,S Attwell,28,9,9,3,7,7,10,4,0,0,0,0,1.13,9,19.5,1.12,9,20,,,
E0,15-09-2018,Newcastle,Arsenal,1,2,A,0,0,D,L Probert,4,12,2,2,13,11,10,4,0,0,0,0,4,3.6,1.91,4,3.6,1.9,,,
E0,15-09-2018,Tottenham,Liverpool,1,2,A,0,1,A,M Oliver,11,17,3,10,17,16,5,4,0,0,0,0,2.95,3.6,2.3,2.95,3.6,2.3,,,
E0,15-09-2018,Watford,Man United,1,2,A,0,2,A,M Dean,14,9,5,6,9,11,6,8,2,1,0,1,4.2,3.6,1.87,4.15,3.55,1.9,,,
E0,16-09-2018,Everton,West Ham,1,3,A,1,2,A,M Atkinson,16,9,4,4,15,12,4,2,2,5,0,0,2,3.6,3.7,2,3.55,3.6,,,
E0,16-09-2018,Wolves,Burnley,1,0,H,0,0,D,A Marriner,30,7,7,2,10,9,8,2,2,4,0,0,1.7,3.6,5.5,1.8,3.5,4.7,,,
E0,17-09-2018,Southampton,Brighton,2,2,D,1,0,H,A Taylor,14,12,5,4,10,13,1,4,2,3,0,0,2.1,3.3,3.75,2.1,3.25,3.75,,,
E0,22-09-2018,Brighton,Tottenham,1,2,A,0,1,A,C Kavanagh,8,16,4,7,15,9,5,7,2,1,0,0,4.75,3.7,1.75,4.8,3.9,1.7,,,
E0,22-09-2018,Burnley,Bournemouth,4,0,H,2,0,H,A Taylor,12,19,5,5,17,6,3,8,2,0,0,0,2.8,3.25,2.6,2.8,3.3,2.55,,,
E0,22-09-2018,Cardiff,Man City,0,5,A,0,3,A,M Oliver,2,21,2,10,6,4,1,9,1,1,0,0,17.5,8,1.15,15,6.5,1.2,,,
E0,22-09-2018,Crystal Palace,Newcastle,0,0,D,0,0,D,A Marriner,16,6,4,3,8,11,9,5,1,1,0,0,2.15,3.3,3.6,2,3.4,3.8,,,
E0,22-09-2018,Fulham,Watford,1,1,D,0,1,A,M Atkinson,15,11,3,6,11,9,8,8,2,1,0,0,2.35,3.4,3,2.6,3.3,2.7,,,
E0,22-09-2018,Leicester,Huddersfield,3,1,H,1,1,D,D Coote,18,9,8,2,10,16,3,1,2,1,0,0,1.57,3.9,6.25,1.67,3.9,5,,,
E0,22-09-2018,Liverpool,Southampton,3,0,H,3,0,H,P Tierney,12,7,4,1,7,10,5,4,0,2,0,0,1.2,6.75,14,1.2,6.5,15,,,
E0,22-09-2018,Man United,Wolves,1,1,D,1,0,H,K Friend,15,11,6,8,5,17,5,4,1,1,0,0,1.55,4.1,6.25,1.55,4,6.2,,,
E0,23-09-2018,Arsenal,Everton,2,0,H,0,0,D,J Moss,9,9,5,6,17,12,5,9,2,1,0,0,1.48,4.6,6.5,1.45,4.5,7,,,
E0,23-09-2018,West Ham,Chelsea,0,0,D,0,0,D,M Dean,6,17,1,6,11,9,1,8,2,1,0,0,5.75,4.25,1.55,6.1,4.2,1.53,,,
E0,29-09-2018,Arsenal,Watford,2,0,H,0,0,D,A Taylor,9,13,2,4,11,17,6,6,2,2,0,0,1.45,4.75,6.5,1.45,4.5,7,,,
E0,29-09-2018,Chelsea,Liverpool,1,1,D,1,0,H,A Marriner,10,13,4,6,7,9,4,4,0,2,0,0,2.85,3.5,2.4,2.85,3.3,2.5,,,
E0,29-09-2018,Everton,Fulham,3,0,H,0,0,D,R East,19,6,6,0,13,13,12,1,0,3,0,0,1.75,4,4.33,1.8,3.7,4.4,,,
E0,29-09-2018,Huddersfield,Tottenham,0,2,A,0,2,A,C Pawson,9,10,5,6,17,16,3,0,2,2,0,0,7.5,4.5,1.44,6.6,4.25,1.5,,,
E0,29-09-2018,Man City,Brighton,2,0,H,1,0,H,L Mason,28,4,8,1,4,10,10,3,0,3,0,0,1.08,11,29,1.1,9.1,28,,,
E0,29-09-2018,Newcastle,Leicester,0,2,A,0,1,A,S Hooper,6,12,1,5,11,5,5,9,0,0,0,0,2.55,3.25,2.85,2.6,3.3,2.75,,,
E0,29-09-2018,West Ham,Man United,3,1,H,2,0,H,M Oliver,8,9,3,4,12,12,4,9,0,1,0,0,4.1,3.75,1.85,4.3,3.6,1.85,,,
E0,29-09-2018,Wolves,Southampton,2,0,H,0,0,D,S Attwell,14,17,6,6,11,7,8,6,3,1,0,0,1.8,3.5,4.75,1.9,3.5,4.1,,,
E0,30-09-2018,Cardiff,Burnley,1,2,A,0,0,D,M Atkinson,19,3,5,2,11,15,10,2,1,3,0,0,2.55,3,3.1,2.55,3.05,3.05,,,
E0,01-10-2018,Bournemouth,Crystal Palace,2,1,H,1,0,H,M Dean,11,10,5,2,9,12,3,3,3,4,0,0,2.25,3.4,3.2,2.2,3.45,3.2,,,
E0,05-10-2018,Brighton,West Ham,1,0,H,1,0,H,K Friend,9,17,4,4,12,8,2,9,3,2,0,0,2.6,3.25,2.8,2.65,3.3,2.65,,,
E0,06-10-2018,Burnley,Huddersfield,1,1,D,1,0,H,C Kavanagh,6,19,3,2,8,11,1,10,2,2,0,0,2.05,3.1,4.1,2.1,3.05,4.05,,,
E0,06-10-2018,Crystal Palace,Wolves,0,1,A,0,0,D,M Oliver,11,7,4,2,11,13,6,3,3,4,0,0,2.8,3.2,2.65,2.9,3.1,2.6,,,
E0,06-10-2018,Leicester,Everton,1,2,A,1,1,D,A Marriner,8,17,2,8,10,11,2,10,2,1,1,0,2.2,3.4,3.3,2.15,3.45,3.4,,,
E0,06-10-2018,Man United,Newcastle,3,2,H,0,2,A,A Taylor,18,13,10,8,16,8,10,6,2,2,0,0,1.44,4.5,7.5,1.5,4.3,6.5,,,
E0,06-10-2018,Tottenham,Cardiff,1,0,H,1,0,H,M Dean,19,8,7,6,7,11,6,2,2,1,0,1,1.22,6.5,12.5,1.22,6.5,13,,,
E0,06-10-2018,Watford,Bournemouth,0,4,A,0,3,A,J Moss,14,10,2,7,11,9,10,7,3,1,1,0,2.1,3.6,3.4,2.1,3.55,3.4,,,
E0,07-10-2018,Fulham,Arsenal,1,5,A,1,1,D,P Tierney,21,9,4,7,11,12,4,2,2,0,0,0,5,4.33,1.62,4.6,4.35,1.65,,,
E0,07-10-2018,Liverpool,Man City,0,0,D,0,0,D,M Atkinson,7,6,2,2,10,10,2,6,1,3,0,0,2.5,3.6,2.7,2.5,3.3,2.85,,,
E0,07-10-2018,Southampton,Chelsea,0,3,A,0,1,A,C Pawson,15,21,6,6,13,11,4,12,6,0,0,0,6,3.9,1.6,5.3,3.9,1.65,,,
E0,20-10-2018,Bournemouth,Southampton,0,0,D,0,0,D,L Probert,10,8,2,4,10,14,6,4,1,2,0,0,2,3.5,3.75,2,3.55,3.6,,,
E0,20-10-2018,Cardiff,Fulham,4,2,H,2,2,D,K Friend,22,9,5,4,15,16,4,4,3,3,0,0,2.45,3.4,2.9,2.4,3.45,2.85,,,
E0,20-10-2018,Chelsea,Man United,2,2,D,1,0,H,M Dean,21,7,6,4,9,17,5,3,2,5,0,0,1.72,3.7,5,1.7,3.85,4.8,,,
E0,20-10-2018,Huddersfield,Liverpool,0,1,A,0,1,A,M Oliver,13,11,1,2,9,6,2,4,0,2,0,0,11,5.25,1.3,10,5.3,1.3,,,
E0,20-10-2018,Man City,Burnley,5,0,H,1,0,H,J Moss,24,5,10,0,11,5,10,1,2,2,0,0,1.07,12.5,26,1.1,9.2,27,,,
E0,20-10-2018,Newcastle,Brighton,0,1,A,0,1,A,A Marriner,27,8,6,2,13,17,10,2,0,2,0,0,2.2,3.2,3.5,2.15,3.1,3.75,,,
E0,20-10-2018,West Ham,Tottenham,0,1,A,0,1,A,M Atkinson,13,10,4,2,8,10,10,6,3,0,0,0,4.2,3.7,1.85,3.9,3.7,1.9,,,
E0,20-10-2018,Wolves,Watford,0,2,A,0,2,A,L Mason,10,9,1,3,23,13,8,2,3,1,0,0,1.72,3.6,5.25,1.7,3.65,5.2,,,
E0,21-10-2018,Everton,Crystal Palace,2,0,H,0,0,D,A Taylor,20,7,4,3,13,17,10,5,2,1,0,0,1.85,3.5,4.5,1.83,3.55,4.45,,,
E0,22-10-2018,Arsenal,Leicester,3,1,H,1,1,D,C Kavanagh,19,8,6,2,10,10,6,4,2,2,0,0,1.5,4.33,6.5,1.53,4.5,5.6,,,
E0,27-10-2018,Brighton,Wolves,1,0,H,0,0,D,A Taylor,2,25,1,7,11,8,1,10,3,0,0,0,3.1,3.1,2.45,3.1,3.1,2.45,,,
E0,27-10-2018,Fulham,Bournemouth,0,3,A,0,1,A,A Marriner,11,12,1,5,16,3,5,5,2,1,1,0,2.7,3.75,2.4,2.8,3.4,2.5,,,
E0,27-10-2018,Leicester,West Ham,1,1,D,0,1,A,M Oliver,21,11,7,3,17,5,8,0,1,1,0,1,2.1,3.4,3.6,2.05,3.4,3.65,,,
E0,27-10-2018,Liverpool,Cardiff,4,1,H,1,0,H,S Attwell,19,2,7,1,6,4,8,0,0,0,0,0,1.1,10,23,1.12,9,20,,,
E0,27-10-2018,Southampton,Newcastle,0,0,D,0,0,D,C Kavanagh,22,6,4,0,9,12,7,2,0,1,0,0,2.1,3.25,3.75,2.1,3.2,3.8,,,
E0,27-10-2018,Watford,Huddersfield,3,0,H,2,0,H,M Dean,12,13,6,7,9,13,3,3,1,2,0,0,1.72,3.7,5,1.75,3.6,4.9,,,
E0,28-10-2018,Burnley,Chelsea,0,4,A,0,1,A,C Pawson,7,24,1,8,14,10,4,4,4,2,0,0,11,4.75,1.33,7.6,4.8,1.4,,,
E0,28-10-2018,Crystal Palace,Arsenal,2,2,D,1,0,H,M Atkinson,16,7,3,2,10,16,6,4,1,2,0,0,4.33,3.9,1.78,4.4,3.7,1.8,,,
E0,28-10-2018,Man United,Everton,2,1,H,1,0,H,J Moss,14,14,10,6,15,12,8,4,2,1,0,0,1.67,3.8,5.25,1.7,3.75,5,,,
E0,29-10-2018,Tottenham,Man City,0,1,A,0,1,A,K Friend,4,13,1,6,13,13,3,6,2,2,0,0,4.33,4.1,1.75,4.3,3.8,1.8,,,
E0,03-11-2018,Arsenal,Liverpool,1,1,D,0,0,D,A Marriner,12,13,4,4,7,7,5,8,1,1,0,0,3.5,3.75,2,3.2,3.5,2.2,,,
E0,03-11-2018,Bournemouth,Man United,1,2,A,1,1,D,P Tierney,18,18,7,8,12,12,9,5,4,3,0,0,3.6,3.5,2.05,3.5,3.4,2.1,,,
E0,03-11-2018,Cardiff,Leicester,0,1,A,0,0,D,L Probert,11,13,2,5,13,12,6,12,2,2,0,0,3.6,3.3,2.15,3.4,3.2,2.25,,,
E0,03-11-2018,Everton,Brighton,3,1,H,1,1,D,D Coote,14,5,3,3,9,17,6,4,0,1,0,0,1.57,3.9,6.25,1.7,3.8,5,,,
E0,03-11-2018,Newcastle,Watford,1,0,H,0,0,D,C Pawson,10,16,2,1,12,11,8,9,1,5,0,0,2.65,3.2,2.75,2.7,3.15,2.75,,,
E0,03-11-2018,West Ham,Burnley,4,2,H,1,1,D,R East,22,6,10,3,7,9,10,4,1,4,0,0,1.75,3.6,5,1.8,3.6,4.5,,,
E0,03-11-2018,Wolves,Tottenham,2,3,A,0,2,A,M Dean,16,10,7,8,11,8,5,1,1,2,0,0,3,3.3,2.4,3.15,3.3,2.3,,,
E0,04-11-2018,Chelsea,Crystal Palace,3,1,H,1,0,H,M Oliver,15,7,6,2,6,13,4,2,0,1,0,0,1.26,6,11.5,1.25,6.1,11,,,
E0,04-11-2018,Man City,Southampton,6,1,H,4,1,H,L Mason,18,12,8,6,14,9,4,4,1,1,0,0,1.11,9.75,21,1.12,9,20,,,
E0,05-11-2018,Huddersfield,Fulham,1,0,H,1,0,H,A Taylor,10,7,2,1,11,8,5,4,1,2,0,0,2.25,3.3,3.3,2.25,3.35,3.2,,,
E0,10-11-2018,Cardiff,Brighton,2,1,H,1,1,D,M Atkinson,20,7,6,3,7,21,4,1,2,1,0,1,2.5,3.1,3.1,2.65,3.2,2.75,,,
E0,10-11-2018,Crystal Palace,Tottenham,0,1,A,0,0,D,J Moss,11,11,4,2,12,9,10,6,1,1,0,0,4.5,3.7,1.8,4.5,3.6,1.8,,,
E0,10-11-2018,Huddersfield,West Ham,1,1,D,1,0,H,C Kavanagh,15,12,7,5,9,8,5,6,1,1,0,0,3.4,3.2,2.25,3.2,3.3,2.3,,,
E0,10-11-2018,Leicester,Burnley,0,0,D,0,0,D,M Dean,22,6,5,1,13,10,12,1,2,0,0,0,1.48,4.33,7,1.53,4.2,6.1,,,
E0,10-11-2018,Newcastle,Bournemouth,2,1,H,2,1,H,L Probert,18,14,6,4,9,11,7,10,2,1,0,0,2.75,3.3,2.6,2.7,3.3,2.6,,,
E0,10-11-2018,Southampton,Watford,1,1,D,1,0,H,S Hooper,14,12,4,6,13,13,7,6,3,2,0,0,2.4,3.3,3,2.4,3.3,2.95,,,
E0,11-11-2018,Arsenal,Wolves,1,1,D,0,1,A,S Attwell,10,12,3,5,9,16,11,2,2,2,0,0,1.6,4.1,5.5,1.55,4,6.2,,,
E0,11-11-2018,Chelsea,Everton,0,0,D,0,0,D,K Friend,15,6,4,1,7,11,5,5,4,3,0,0,1.4,4.75,8,1.45,4.5,7,,,
E0,11-11-2018,Liverpool,Fulham,2,0,H,1,0,H,P Tierney,20,8,7,3,11,9,6,3,1,1,0,0,1.11,9.5,23,1.12,9,20,,,
E0,11-11-2018,Man City,Man United,3,1,H,1,0,H,A Taylor,17,6,5,1,12,12,5,1,1,1,0,0,1.4,5,7.5,1.45,4.8,6.4,,,
E0,24-11-2018,Brighton,Leicester,1,1,D,1,0,H,C Kavanagh,14,8,3,3,10,7,6,1,3,1,0,1,2.85,3.2,2.6,2.8,3.15,2.65,,,
