Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,BWH,BWD,BWA,IWH,IWD,IWA,,,
E0,24-11-2018,Everton,Cardiff,1,0,H,0,0,D,P Tierney,16,7,8,1,12,13,7,3,0,3,0,0,1.4,4.75,7.75,1.45,4.5,7,,,
E0,24-11-2018,Fulham,Southampton,3,2,H,2,1,H,M Oliver,10,19,5,8,10,6,2,5,2,3,0,0,2.55,3.4,2.75,2.6,3.35,2.7,,,
E0,24-11-2018,Man United,Crystal Palace,0,0,D,0,0,D,L Mason,12,13,5,2,13,12,10,3,1,2,0,0,1.4,4.75,8,1.4,4.8,7.6,,,
E0,24-11-2018,Tottenham,Chelsea,3,1,H,2,0,H,M Atkinson,18,13,9,2,19,12,4,4,0,3,0,0,2.7,3.5,2.55,2.75,3.4,2.55,,,
E0,24-11-2018,Watford,Liverpool,0,3,A,0,0,D,J Moss,5,10,1,7,12,13,5,5,0,0,0,1,6,4.2,1.55,5.8,4.1,1.57,,,
E0,24-11-2018,West Ham,Man City,0,4,A,0,3,A,A Marriner,9,9,1,6,6,3,8,1,0,0,0,0,10.5,6.25,1.26,10,6,1.27,,,
E0,25-11-2018,Bournemouth,Arsenal,1,2,A,1,1,D,C Pawson,11,20,5,4,6,9,5,8,2,1,0,0,3.5,3.75,2,3.7,3.5,2,,,
E0,25-11-2018,Wolves,Huddersfield,0,2,A,0,1,A,K Friend,12,14,3,6,9,8,3,5,1,2,0,0,1.5,4,7.5,1.53,4.1,6.3,,,
E0,26-11-2018,Burnley,Newcastle,1,2,A,1,2,A,A Taylor,14,17,4,3,6,11,5,5,0,1,0,0,2.8,3.1,2.7,2.8,3.05,2.7,,,
E0,30-11-2018,Cardiff,Wolves,2,1,H,0,1,A,A Marriner,17,15,3,4,3,12,7,6,1,2,0,0,3.5,3.2,2.2,3.3,3.3,2.25,,,
E0,01-12-2018,Crystal Palace,Burnley,2,0,H,1,0,H,L Probert,29,4,9,0,9,10,10,2,1,1,0,0,1.62,3.75,6,1.67,3.8,5.2,,,
E0,01-12-2018,Huddersfield,Brighton,1,2,A,1,1,D,M Oliver,7,14,2,6,10,12,2,6,0,2,1,0,2.35,3,3.4,2.45,2.95,3.3,,,
E0,01-12-2018,Leicester,Watford,2,0,H,2,0,H,G Scott,7,8,3,0,7,6,4,8,2,1,0,1,2.2,3.3,3.4,2.25,3.3,3.3,,,
E0,01-12-2018,Man City,Bournemouth,3,1,H,1,1,D,S Attwell,16,4,6,1,9,3,8,4,0,0,0,0,1.1,10,23,1.12,9,20,,,
E0,01-12-2018,Newcastle,West Ham,0,3,A,0,1,A,P Tierney,16,7,4,4,10,10,7,3,3,3,0,0,2.45,3.25,3,2.45,3.2,3,,,
E0,01-12-2018,Southampton,Man United,2,2,D,2,2,D,K Friend,16,11,6,5,12,13,3,5,4,4,0,0,4.2,3.6,1.87,3.9,3.5,1.95,,,
E0,02-12-2018,Arsenal,Tottenham,4,2,H,1,2,A,M Dean,22,11,7,6,15,17,8,5,3,3,0,1,2.5,3.6,2.7,2.65,3.4,2.65,,,
E0,02-12-2018,Chelsea,Fulham,2,0,H,1,0,H,C Pawson,16,9,9,4,8,17,4,6,2,1,0,0,1.16,8,16,1.2,6.5,15,,,
E0,02-12-2018,Liverpool,Everton,1,0,H,0,0,D,C Kavanagh,16,9,3,3,12,7,8,1,3,2,0,0,1.36,5,8.5,1.4,4.9,7.5,,,
E0,04-12-2018,Bournemouth,Huddersfield,2,1,H,2,1,H,R East,6,23,2,6,14,11,4,8,4,2,0,0,1.65,3.8,5.5,1.8,3.6,4.5,,,
E0,04-12-2018,Brighton,Crystal Palace,3,1,H,3,0,H,K Friend,9,18,3,5,14,12,4,5,2,3,1,0,2.85,3,2.75,2.7,3.2,2.7,,,
E0,04-12-2018,Watford,Man City,1,2,A,0,1,A,P Tierney,11,15,7,7,4,8,3,11,0,1,0,0,10.5,5.75,1.28,9.6,5.5,1.3,,,
E0,04-12-2018,West Ham,Cardiff,3,1,H,0,0,D,G Scott,17,9,11,5,10,10,10,4,1,2,0,0,1.6,4,5.75,1.65,3.95,5.2,,,
E0,05-12-2018,Burnley,Liverpool,1,3,A,0,0,D,S Attwell,10,18,6,12,10,3,5,9,1,0,0,0,11.5,5.75,1.26,11,5.8,1.27,,,
E0,05-12-2018,Everton,Newcastle,1,1,D,1,1,D,L Mason,19,8,3,5,7,18,14,2,0,5,0,0,1.57,3.8,6.5,1.65,3.8,5.4,,,
E0,05-12-2018,Fulham,Leicester,1,1,D,1,0,H,D Coote,25,13,7,5,12,7,10,8,0,0,0,0,3,3.4,2.35,2.95,3.45,2.35,,,
E0,05-12-2018,Man United,Arsenal,2,2,D,1,1,D,A Marriner,10,9,7,4,13,10,4,4,3,3,0,0,2.3,3.6,2.95,2.4,3.3,2.95,,,
E0,05-12-2018,Tottenham,Southampton,3,1,H,1,0,H,A Taylor,13,18,8,5,7,5,8,6,0,0,0,0,1.36,5,8.5,1.4,4.8,7.5,,,
E0,05-12-2018,Wolves,Chelsea,2,1,H,0,1,A,J Moss,6,17,2,3,18,10,1,5,4,4,0,0,4.75,3.7,1.75,4.5,3.6,1.8,,,
E0,08-12-2018,Arsenal,Huddersfield,1,0,H,0,0,D,P Tierney,14,6,2,0,13,20,7,1,5,4,0,0,1.28,5.75,10.5,1.27,6,10,,,
E0,08-12-2018,Bournemouth,Liverpool,0,4,A,0,1,A,L Mason,8,10,2,4,9,11,6,6,2,1,0,0,5.5,4.33,1.57,5.5,3.8,1.65,,,
E0,08-12-2018,Burnley,Brighton,1,0,H,1,0,H,M Atkinson,14,14,4,1,11,11,2,7,2,0,0,0,2.85,3.1,2.65,2.8,3.05,2.75,,,
E0,08-12-2018,Cardiff,Southampton,1,0,H,0,0,D,J Moss,13,12,4,1,9,10,7,7,2,2,0,0,2.8,3.2,2.6,2.9,3.15,2.55,,,
E0,08-12-2018,Chelsea,Man City,2,0,H,1,0,H,M Oliver,8,14,5,4,12,11,1,13,2,0,0,0,3.9,3.7,1.91,4,3.6,1.9,,,
E0,08-12-2018,Leicester,Tottenham,0,2,A,0,1,A,C Pawson,11,7,3,2,12,7,6,5,3,1,0,0,3.9,3.5,1.95,3.6,3.5,2.05,,,
E0,08-12-2018,Man United,Fulham,4,1,H,3,0,H,L Probert,20,10,11,4,11,15,10,3,1,1,0,1,1.33,5.5,8.75,1.33,5.5,8.5,,,
E0,08-12-2018,West Ham,Crystal Palace,3,2,H,0,1,A,A Taylor,13,8,6,4,10,8,5,3,1,2,0,0,2.2,3.4,3.3,2.25,3.3,3.3,,,
E0,09-12-2018,Newcastle,Wolves,1,2,A,1,1,D,M Dean,12,13,4,6,10,17,4,6,2,5,1,0,2.85,3.1,2.65,2.7,3.2,2.7,,,
E0,10-12-2018,Everton,Watford,2,2,D,1,0,H,K Friend,12,15,5,3,13,13,6,6,1,1,0,0,1.75,3.7,4.75,1.75,3.7,4.8,,,
E0,15-12-2018,Crystal Palace,Leicester,1,0,H,1,0,H,M Oliver,8,12,1,2,10,8,4,4,2,1,0,0,2.55,3.2,2.9,2.6,3.1,2.95,,,
E0,15-12-2018,Fulham,West Ham,0,2,A,0,2,A,M Dean,16,6,4,3,14,10,6,4,2,1,0,0,2.85,3.5,2.4,2.85,3.55,2.4,,,
E0,15-12-2018,Huddersfield,Newcastle,0,1,A,0,0,D,A Taylor,15,8,5,5,5,13,10,1,1,1,0,0,2.55,3,3.1,2.5,3.2,2.95,,,
E0,15-12-2018,Man City,Everton,3,1,H,1,0,H,C Pawson,13,9,5,2,7,9,6,2,1,2,0,0,1.22,7,12,1.22,6.5,12.5,,,
E0,15-12-2018,Tottenham,Burnley,1,0,H,0,0,D,G Scott,15,4,3,0,7,8,8,3,0,2,0,0,1.18,7.25,16,1.2,7,13,,,
E0,15-12-2018,Watford,Cardiff,3,2,H,1,0,H,A Madley,17,10,8,3,7,5,5,0,0,0,0,0,1.65,3.9,5.25,1.7,3.8,5,,,
E0,15-12-2018,Wolves,Bournemouth,2,0,H,1,0,H,S Hooper,9,13,3,3,15,7,5,3,1,2,0,0,1.95,3.5,4,2,3.4,3.8,,,
E0,16-12-2018,Brighton,Chelsea,1,2,A,0,2,A,S Attwell,6,10,2,3,14,6,4,1,2,2,0,0,8,4.5,1.42,7.2,4.4,1.45,,,
E0,16-12-2018,Liverpool,Man United,3,1,H,1,1,D,M Atkinson,36,6,11,2,6,14,13,2,0,2,0,0,1.53,4.33,6,1.65,4,5.1,,,
E0,16-12-2018,Southampton,Arsenal,3,2,H,2,1,H,C Kavanagh,12,13,7,4,12,10,4,5,3,1,0,0,4,3.7,1.9,3.75,3.8,1.9,,,
E0,21-12-2018,Wolves,Liverpool,0,2,A,0,1,A,C Pawson,11,15,5,6,7,3,1,10,0,0,0,0,6.5,3.9,1.57,6,4,1.57,,,
E0,22-12-2018,Arsenal,Burnley,3,1,H,1,0,H,K Friend,10,7,6,2,10,14,1,3,2,5,0,0,1.22,6.25,13.5,1.25,6.1,11,,,
E0,22-12-2018,Bournemouth,Brighton,2,0,H,1,0,H,M Dean,14,10,3,5,8,18,6,5,2,0,0,1,1.85,3.6,4.33,1.85,3.6,4.3,,,
E0,22-12-2018,Cardiff,Man United,1,5,A,1,3,A,M Oliver,9,17,3,9,13,13,4,7,2,1,0,0,5.75,4,1.6,5.8,4.05,1.57,,,
E0,22-12-2018,Chelsea,Leicester,0,1,A,0,0,D,L Probert,17,8,5,3,10,9,9,5,0,2,0,0,1.33,5,10,1.35,5.3,8,,,
E0,22-12-2018,Huddersfield,Southampton,1,3,A,0,2,A,S Attwell,16,13,5,6,12,9,8,2,2,3,0,0,3.1,3.1,2.5,3.05,3.15,2.45,,,
E0,22-12-2018,Man City,Crystal Palace,2,3,A,1,2,A,A Marriner,19,5,5,3,7,6,13,0,0,4,0,0,1.15,8,17.5,1.15,8,18,,,
E0,22-12-2018,Newcastle,Fulham,0,0,D,0,0,D,M Atkinson,9,4,0,2,9,12,6,0,1,2,0,0,1.95,3.5,3.9,1.95,3.5,3.9,,,
E0,22-12-2018,West Ham,Watford,0,2,A,0,1,A,L Mason,18,11,7,5,9,11,10,4,3,2,0,0,2.25,3.5,3.1,2.3,3.5,3,,,
E0,23-12-2018,Everton,Tottenham,2,6,A,1,3,A,P Tierney,10,17,3,8,13,9,2,1,0,2,0,0,3.2,3.4,2.25,3.15,3.45,2.25,,,
E0,26-12-2018,Brighton,Arsenal,1,1,D,1,1,D,A Taylor,12,7,3,4,10,4,4,9,2,1,0,0,5.25,3.9,1.67,4.85,3.85,1.7,,,
E0,26-12-2018,Burnley,Everton,1,5,A,1,3,A,M Oliver,11,13,4,6,11,19,5,7,2,4,0,0,4.33,3.4,1.91,4.4,3.5,1.85,,,
E0,26-12-2018,Crystal Palace,Cardiff,0,0,D,0,0,D,L Probert,31,9,5,4,9,11,12,1,0,3,0,0,1.65,4,5.25,1.7,3.8,5,,,
E0,26-12-2018,Fulham,Wolves,1,1,D,0,0,D,A Marriner,11,14,9,5,9,6,2,0,2,1,0,0,3.25,3.3,2.3,3.1,3.25,2.35,,,
E0,26-12-2018,Leicester,Man City,2,1,H,1,1,D,M Dean,10,11,5,4,5,8,3,7,2,2,0,1,8.5,5,1.36,8,5,1.37,,,
E0,26-12-2018,Liverpool,Newcastle,4,0,H,1,0,H,G Scott,16,6,8,2,7,9,10,2,0,0,0,0,1.16,8,16,1.17,7.6,16.5,,,
E0,26-12-2018,Man United,Huddersfield,3,1,H,1,0,H,J Moss,16,10,10,2,9,13,5,3,1,1,0,0,1.22,6.25,14,1.22,6.2,13.5,,,
E0,26-12-2018,Tottenham,Bournemouth,5,0,H,3,0,H,C Kavanagh,10,14,7,4,4,8,3,4,2,1,0,0,1.34,5.25,9,1.35,5.2,8.4,,,
E0,26-12-2018,Watford,Chelsea,1,2,A,1,1,D,M Atkinson,10,10,2,4,15,5,3,4,1,0,0,0,5,3.8,1.7,4.7,3.85,1.73,,,
E0,27-12-2018,Southampton,West Ham,1,2,A,0,0,D,C Pawson,11,16,5,5,10,3,4,5,2,0,0,0,2.2,3.5,3.2,2.2,3.45,3.2,,,
E0,29-12-2018,Brighton,Everton,1,0,H,0,0,D,A Madley,11,13,3,4,10,11,6,6,0,2,0,0,3.5,3.3,2.15,3.4,3.3,2.2,,,
E0,29-12-2018,Fulham,Huddersfield,1,0,H,0,0,D,K Friend,14,9,5,5,12,10,4,3,3,1,0,0,2.05,3.3,3.8,2,3.25,4,,,
E0,29-12-2018,Leicester,Cardiff,0,1,A,0,0,D,S Hooper,16,12,7,3,14,16,10,4,0,2,0,0,1.57,4,6,1.57,4.1,6,,,
E0,29-12-2018,Liverpool,Arsenal,5,1,H,4,1,H,M Oliver,15,8,10,2,8,13,5,3,1,2,0,0,1.5,4.6,6,1.53,4.5,5.7,,,
E0,29-12-2018,Tottenham,Wolves,1,3,A,1,0,H,S Attwell,10,11,3,4,7,7,6,7,3,2,0,0,1.33,5.25,9,1.37,5,8,,,
E0,29-12-2018,Watford,Newcastle,1,1,D,0,1,A,R East,12,8,5,2,17,16,3,6,1,2,0,0,1.8,3.6,4.6,1.85,3.5,4.4,,,
E0,30-12-2018,Burnley,West Ham,2,0,H,2,0,H,D Coote,17,11,5,4,15,11,5,5,1,4,0,0,3.25,3.4,2.25,3.25,3.4,2.2,,,
E0,30-12-2018,Crystal Palace,Chelsea,0,1,A,0,0,D,C Pawson,4,12,0,4,11,8,3,4,0,1,0,0,5,3.8,1.7,4.8,3.7,1.75,,,
E0,30-12-2018,Man United,Bournemouth,4,1,H,3,1,H,L Mason,11,7,8,3,10,7,4,5,2,0,1,0,1.33,5.25,9.25,1.33,5.3,8.8,,,
E0,30-12-2018,Southampton,Man City,1,3,A,1,3,A,P Tierney,5,14,4,6,11,10,3,8,2,3,1,0,9.5,5,1.34,8,5.3,1.35,,,
E0,01-01-2017,Arsenal,Crystal Palace,2,0,H,1,0,H,A Marriner,22,7,7,4,9,7,8,4,1,1,0,0,1.3,5.5,9.75,1.3,5.5,9.5,1.37,5.5,9.2
E0,01-01-2017,Watford,Tottenham,1,4,A,0,3,A,M Oliver,6,19,2,6,11,6,0,3,3,0,0,0,5.25,3.8,1.67,5,3.7,1.7,6.51,4.28,1.58
E0,02-01-2017,Everton,Southampton,3,0,H,0,0,D,K Friend,17,12,6,3,5,14,10,8,0,1,0,0,2.15,3.3,3.5,2.1,3.4,3.5,2.48,3.25,3.24
E0,02-01-2017,Man City,Burnley,2,1,H,0,0,D,L Mason,14,11,3,3,11,11,8,8,4,3,1,0,1.17,8,15,1.15,7.5,18,1.19,7.75,18.5
E0,02-01-2017,Middlesbrough,Leicester,0,0,D,0,0,D,R Madley,9,10,1,4,10,9,2,2,3,0,0,0,2.65,3.1,2.85,2.5,3.2,2.9,2.78,3.06,2.99
E0,02-01-2017,Sunderland,Liverpool,2,2,D,1,1,D,A Taylor,10,21,5,15,10,10,2,5,2,3,0,0,9.5,5.25,1.33,7.5,4.8,1.4,10,6.2,1.32
E0,02-01-2017,West Brom,Hull,3,1,H,0,1,A,M Clattenburg,8,17,5,6,5,4,7,9,0,0,0,0,1.75,3.5,5.25,1.65,3.8,5.3,2.01,3.27,4.65
E0,02-01-2017,West Ham,Man United,0,2,A,0,0,D,M Dean,8,13,2,6,9,13,2,1,1,2,1,0,5.5,4,1.62,5,3.7,1.7,6.5,4.57,1.54
E0,03-01-2017,Bournemouth,Arsenal,3,3,D,2,0,H,M Oliver,12,14,6,4,10,12,4,7,3,3,1,0,4.4,3.7,1.8,4.5,3.6,1.8,5.45,4.3,1.65
E0,03-01-2017,Crystal Palace,Swansea,1,2,A,0,1,A,P Tierney,7,11,3,4,13,14,4,5,2,1,0,0,1.78,3.6,4.75,1.8,3.6,4.5,1.88,3.71,4.58
E0,03-01-2017,Stoke,Watford,2,0,H,1,0,H,N Swarbrick,17,9,5,2,10,15,7,6,1,2,0,0,1.9,3.5,4.2,2,3.4,3.8,1.85,3.57,5.02
E0,04-01-2017,Tottenham,Chelsea,2,0,H,1,0,H,M Atkinson,9,11,2,2,9,8,1,6,3,2,0,0,2.85,3.3,2.55,3.15,3.3,2.3,2.71,3.09,3.05
E0,14-01-2017,Burnley,Southampton,1,0,H,0,0,D,P Tierney,9,20,3,5,14,14,2,7,1,2,0,0,3.5,3.25,2.2,3.2,3.35,2.25,4.33,3.45,2
E0,14-01-2017,Hull,Bournemouth,3,1,H,1,1,D,M Atkinson,14,8,3,6,13,11,4,5,0,1,0,0,3.2,3.4,2.25,3.15,3.3,2.3,3,3.46,2.51
E0,14-01-2017,Leicester,Chelsea,0,3,A,0,1,A,A Marriner,7,8,2,3,8,9,3,5,1,0,0,0,5.75,3.8,1.62,5,4,1.65,4.98,3.62,1.84
E0,14-01-2017,Sunderland,Stoke,1,3,A,1,3,A,M Dean,14,14,3,6,16,11,5,2,3,1,0,0,2.95,3.3,2.45,2.65,3.3,2.65,3.39,3.51,2.27
E0,14-01-2017,Swansea,Arsenal,0,4,A,0,1,A,M Jones,12,14,3,6,12,8,3,2,2,0,0,0,6.25,4.6,1.48,6.5,4.2,1.5,6.95,4.92,1.49
E0,14-01-2017,Tottenham,West Brom,4,0,H,2,0,H,A Taylor,21,3,11,0,11,12,8,0,0,2,0,0,1.33,5.25,9.5,1.35,5.3,8,1.34,5.38,11.29
E0,14-01-2017,Watford,Middlesbrough,0,0,D,0,0,D,J Moss,12,5,5,1,15,15,3,1,3,1,0,0,2.5,3.1,3.1,2.3,3.3,3.15,2.35,3.14,3.62
E0,14-01-2017,West Ham,Crystal Palace,3,0,H,0,0,D,N Swarbrick,14,10,3,1,10,14,2,2,4,2,0,0,2.35,3.3,3.1,2.2,3.35,3.3,2.43,3.29,3.29
E0,15-01-2017,Everton,Man City,4,0,H,1,0,H,M Clattenburg,6,13,4,5,17,7,3,6,2,2,0,0,4.4,3.8,1.78,4.1,3.5,1.9,4.75,3.93,1.8
E0,15-01-2017,Man United,Liverpool,1,1,D,0,1,A,M Oliver,9,13,3,4,17,13,5,7,1,3,0,0,2.15,3.3,3.6,2.2,3.3,3.35,2.03,3.41,4.28
E0,21-01-2017,Bournemouth,Watford,2,2,D,0,1,A,L Mason,15,10,5,3,6,16,9,4,1,1,0,0,1.8,3.7,4.4,1.9,3.5,4.1,1.92,3.66,4.43
E0,21-01-2017,Crystal Palace,Everton,0,1,A,0,0,D,A Taylor,8,16,2,8,10,15,8,7,0,1,0,0,3,3.4,2.35,3.3,3.35,2.2,3.02,3.31,2.58
E0,21-01-2017,Liverpool,Swansea,2,3,A,0,0,D,K Friend,16,6,5,3,7,7,6,3,1,1,0,0,1.2,7,13,1.2,6.5,15,1.27,6.5,13
E0,21-01-2017,Man City,Tottenham,2,2,D,0,0,D,A Marriner,17,6,7,2,10,7,5,4,2,4,0,0,2.1,3.5,3.5,2.1,3.4,3.5,2.15,3.58,3.62
E0,21-01-2017,Middlesbrough,West Ham,1,3,A,1,2,A,M Atkinson,11,13,2,5,7,14,7,5,2,1,0,0,2.45,3.1,3.1,2.5,3.2,2.9,2.58,3.11,3.21
E0,21-01-2017,Stoke,Man United,1,1,D,1,0,H,M Clattenburg,6,25,1,8,12,13,1,7,4,0,0,0,5.75,4.1,1.57,5.7,3.9,1.6,5.92,4.35,1.61
E0,21-01-2017,West Brom,Sunderland,2,0,H,2,0,H,C Pawson,14,9,5,3,15,12,1,4,1,1,0,0,1.67,3.8,5.25,1.7,3.7,5,1.68,3.99,5.68
E0,22-01-2017,Arsenal,Burnley,2,1,H,0,0,D,J Moss,24,13,8,7,12,11,10,4,1,3,1,0,1.18,7.5,14.5,1.22,6.2,13.5,1.21,7.55,17
E0,22-01-2017,Chelsea,Hull,2,0,H,1,0,H,N Swarbrick,9,9,5,4,12,10,9,7,1,3,0,0,1.16,7.75,16.5,1.15,7.5,18,1.18,8.5,17.5
E0,22-01-2017,Southampton,Leicester,3,0,H,2,0,H,M Oliver,20,11,7,2,8,10,7,2,0,1,0,0,1.83,3.5,4.6,2,3.4,3.8,1.83,3.6,5.07
E0,31-01-2017,Arsenal,Watford,1,2,A,0,2,A,A Marriner,20,10,5,6,12,15,9,5,3,3,0,0,1.22,6.5,13,1.22,6.5,12.5,1.23,7.28,14.2
E0,31-01-2017,Bournemouth,Crystal Palace,0,2,A,0,0,D,J Moss,10,11,2,4,14,23,2,3,0,4,0,0,2.05,3.4,3.75,2.15,3.35,3.4,2.18,3.36,3.79
E0,31-01-2017,Burnley,Leicester,1,0,H,0,0,D,M Dean,24,13,3,5,4,8,10,2,1,0,0,0,2.8,3.2,2.65,2.65,3.3,2.65,3,3.2,2.67
E0,31-01-2017,Liverpool,Chelsea,1,1,D,0,1,A,M Clattenburg,7,8,3,2,13,8,3,3,2,1,0,0,2.6,3.3,2.9,2.6,3.2,2.8,2.58,3.2,3.12
E0,31-01-2017,Middlesbrough,West Brom,1,1,D,1,1,D,S Attwell,11,16,3,5,12,13,4,2,2,1,0,0,2.65,3,2.95,2.6,3.15,2.85,2.71,3.01,3.13
E0,31-01-2017,Sunderland,Tottenham,0,0,D,0,0,D,L Mason,3,14,1,3,9,13,2,12,2,1,0,0,9.5,5.25,1.33,7.5,4.8,1.4,8.75,5.71,1.37
E0,31-01-2017,Swansea,Southampton,2,1,H,1,0,H,R East,11,10,5,2,10,19,5,4,2,0,0,0,3.25,3.3,2.3,3.15,3.3,2.3,3.25,3.46,2.36
E0,01-02-2017,Man United,Hull,0,0,D,0,0,D,M Jones,15,6,6,2,20,16,7,1,1,4,0,0,1.18,7.5,15,1.2,6.5,15,1.2,8,15.75
E0,01-02-2017,Stoke,Everton,1,1,D,1,1,D,C Pawson,14,14,7,5,21,12,5,5,1,0,0,0,2.75,3.3,2.6,2.65,3.3,2.65,3.2,3.37,2.43
E0,01-02-2017,West Ham,Man City,0,4,A,0,3,A,K Friend,6,11,1,4,11,14,2,4,3,3,0,0,5.5,4.33,1.57,5.5,4,1.6,5.73,4.68,1.58
E0,04-02-2017,Chelsea,Arsenal,3,1,H,1,0,H,M Atkinson,13,9,6,5,14,8,10,13,1,1,0,0,1.95,3.5,4,2.1,3.4,3.5,2.08,3.36,4.13
E0,04-02-2017,Crystal Palace,Sunderland,0,4,A,0,4,A,A Marriner,21,10,9,7,8,8,6,1,3,3,0,0,1.67,3.8,5.25,1.75,3.6,4.8,1.7,3.82,5.81
E0,04-02-2017,Everton,Bournemouth,6,3,H,3,0,H,M Jones,15,18,10,8,14,4,4,8,3,1,0,0,1.7,3.8,5,1.7,3.7,5,1.7,4.03,5.41
E0,04-02-2017,Hull,Liverpool,2,0,H,1,0,H,L Mason,7,22,4,5,9,12,1,15,2,1,0,0,7.25,4.5,1.45,6.2,4,1.55,7.15,4.43,1.53
E0,04-02-2017,Southampton,West Ham,1,3,A,1,2,A,G Scott,21,6,7,4,12,15,3,2,0,2,0,0,1.8,3.6,4.6,1.85,3.5,4.3,1.78,3.86,5
E0,04-02-2017,Tottenham,Middlesbrough,1,0,H,0,0,D,M Clattenburg,17,8,5,0,8,11,11,2,0,1,0,0,1.26,5.5,13,1.3,5.5,9.5,1.29,6.15,12.5
E0,04-02-2017,Watford,Burnley,2,1,H,2,0,H,M Oliver,16,11,7,7,12,10,3,6,5,0,0,1,2.1,3.25,3.8,2.1,3.4,3.5,2.13,3.23,4.14
E0,04-02-2017,West Brom,Stoke,1,0,H,1,0,H,K Friend,16,12,4,2,6,13,5,6,2,2,0,0,2.25,3.25,3.4,2.2,3.3,3.35,2.41,3.2,3.41
E0,05-02-2017,Leicester,Man United,0,3,A,0,2,A,A Taylor,11,15,1,9,12,13,10,3,2,4,0,0,5.25,3.8,1.67,5,3.7,1.7,5.29,3.84,1.75
E0,05-02-2017,Man City,Swansea,2,1,H,1,0,H,M Dean,17,4,5,2,9,13,10,3,2,3,0,0,1.2,7.25,13,1.25,6,11,1.22,7.8,14.5
E0,11-02-2017,Arsenal,Hull,2,0,H,1,0,H,M Clattenburg,17,9,7,4,12,9,3,8,3,1,0,1,1.26,5.75,11.5,1.3,5.5,9.5,1.3,6.06,11.42
E0,11-02-2017,Liverpool,Tottenham,2,0,H,2,0,H,A Taylor,17,7,9,2,14,14,10,3,3,4,0,0,2.25,3.4,3.25,2.2,3.35,3.3,2.22,3.47,3.55
E0,11-02-2017,Man United,Watford,2,0,H,1,0,H,R Madley,22,9,11,3,10,12,5,1,1,0,0,0,1.25,6.25,11.5,1.27,5.8,10.5,1.27,6.45,12.75
E0,11-02-2017,Middlesbrough,Everton,0,0,D,0,0,D,M Dean,9,7,3,3,14,9,5,2,2,0,0,0,3.7,3.3,2.1,3.7,3.35,2.05,3.89,3.33,2.16
E0,11-02-2017,Stoke,Crystal Palace,1,0,H,0,0,D,M Atkinson,7,6,4,1,10,14,5,5,1,3,0,0,2.05,3.3,3.9,2.1,3.3,3.6,2.13,3.32,4
E0,11-02-2017,Sunderland,Southampton,0,4,A,0,2,A,P Tierney,6,15,1,8,12,14,6,2,1,0,0,0,3.7,3.4,2.05,3.3,3.35,2.2,3.81,3.6,2.08
E0,11-02-2017,West Ham,West Brom,2,2,D,0,1,A,M Oliver,16,8,4,3,7,14,7,5,3,2,0,0,2.15,3.3,3.5,2.1,3.4,3.5,2.3,3.28,3.56
E0,12-02-2017,Burnley,Chelsea,1,1,D,1,1,D,K Friend,6,13,4,2,12,11,1,1,3,2,0,0,7.75,4.6,1.42,7.5,4.8,1.4,8.2,4.44,1.49
E0,12-02-2017,Swansea,Leicester,2,0,H,2,0,H,J Moss,10,9,4,1,7,14,7,3,2,2,0,0,2.4,3.25,3.1,2.4,3.3,2.95,2.51,3.36,3.08
E0,13-02-2017,Bournemouth,Man City,0,2,A,0,1,A,N Swarbrick,5,17,1,5,8,11,3,7,2,3,0,0,6.75,4.75,1.45,7,4.3,1.47,7.7,5.17,1.43
E0,25-02-2017,Chelsea,Swansea,3,1,H,1,1,D,N Swarbrick,16,3,5,2,11,14,8,1,1,3,0,0,1.22,6.25,14,1.22,6.5,12,1.28,6.2,13
E0,25-02-2017,Crystal Palace,Middlesbrough,1,0,H,1,0,H,R Madley,15,11,3,4,13,15,4,2,3,1,0,0,2.1,3.2,3.9,2.1,3.4,3.5,2.1,3.26,4.21
E0,25-02-2017,Everton,Sunderland,2,0,H,1,0,H,S Attwell,20,10,8,1,10,16,10,6,0,2,0,0,1.4,4.6,8.5,1.45,4.4,7.2,1.43,4.93,8.28
E0,25-02-2017,Hull,Burnley,1,1,D,0,0,D,M Atkinson,15,10,1,3,8,13,6,3,1,1,0,1,2.15,3.25,3.6,2.2,3.35,3.3,2.15,3.29,3.98
E0,25-02-2017,Watford,West Ham,1,1,D,1,0,H,C Pawson,9,13,1,2,18,14,4,6,4,1,0,1,2.55,3.25,2.85,2.6,3.25,2.75,2.84,3.23,2.79
E0,25-02-2017,West Brom,Bournemouth,2,1,H,2,1,H,M Clattenburg,13,12,4,4,12,5,8,6,2,0,0,0,2.05,3.4,3.75,1.9,3.5,4.1,2.21,3.3,3.77
E0,26-02-2017,Tottenham,Stoke,4,0,H,4,0,H,J Moss,21,5,9,3,11,14,8,5,2,3,0,0,1.4,4.75,8.25,1.4,4.8,7.5,1.38,5.3,9.2
E0,27-02-2017,Leicester,Liverpool,3,1,H,2,0,H,M Oliver,13,17,7,7,8,5,5,12,0,0,0,0,5.75,4,1.6,5,3.7,1.7,5.75,4.05,1.67
E0,04-03-2017,Leicester,Hull,3,1,H,1,1,D,M Dean,17,10,5,4,12,13,10,4,1,1,0,0,1.85,3.5,4.5,1.8,3.6,4.5,1.83,3.61,5.05
